Country Rank,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,diff_whisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,GDPRatio,Explained by: Social support,SocialRatio,Explained by: Healthy life expectancy,LifeExpectancyRatio,Explained by: Freedom to make life choices,FreedomRatio,Explained by: Generosity,GenerosityRatio,Explained by: Perceptions of corruption,CorruptionRatio,Dystopia + residual,(D+R) Ratio,Residual (+/-),Life Ladder 2018,Positive Affect 2018,Negative Affect 2018,Std. Dev. of Ladder Score 2018,"Gini of Household income reported in Gallup, by wp5-year 2018","GINI index (World Bank estimate), avg. 2000-16",Confidence in National Government 2018 ,Ladder score change from 2008-2012,Years missing from data set ,Total sample size 2017-2019,Most Recent Mode,Sample size 2019,Sample size 2018,Sample size 2017,Mode of interview 2019,Mode of interview 2018,Mode of interview 2017,Boolean Mode Change,Languages of interview 2019,Languages of interview 2018,Langauges of interview 2017,Avg. % of excluded population,% of excluded population 2019,% of excluded population 2018,% of excluded population 2018,Non-numeric exclusions,Notes 2019,Notes 2018,Notes 2017,2016 Suicide Rate (Both Genders),Notes on Suicide Data,"Mortality rate due to homicide (per 100,000 population) 2017",Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%) 2017,Age-standardized prevalence of raised blood pressure among persons aged 18+ yearsaj (SBP of >140 mmHg and/or DBP >90 mmHg) 2015
105,Albania,Central and Eastern Europe,4.882699966,0.056115732,4.992686749,0.219973565,4.772713184,9.417930603,0.671070457,68.70813751,0.781994224,-0.042309489,0.896303713,1.972316742,0.906653047,0.185686824,0.830483913,0.170087025,0.846329629,0.173332303,0.461945891,0.094608699,0.171027765,0.035027294,0.025361285,0.005194111,1.640897036,0.33606346,-0.331419706,5.004403,0.7133,0.318997,2.640531,0.456174,0.30325,0.435338,-0.650942802,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Albanian,Albanian,Albanian,0.006666666667,0.02,0,0,,People living in remote or difficult-to- access rural areas were excluded. The excluded area represents approximately 2% of the population..,,,6.3,,3.4,14.7,29
106,Cambodia,Southeast Asia,4.848400116,0.058006871,4.962093353,0.227386474,4.734706879,8.249890327,0.773080647,61.52996826,0.959704638,0.051911179,0.822769046,1.972316742,0.544634938,0.112332919,1.071426034,0.220985481,0.587904334,0.121257388,0.674940348,0.13920888,0.233342081,0.048127645,0.072837502,0.015022997,1.663300037,0.34306163,-0.309016705,5.121838,0.844593,0.414346,2.911453,0.603439,,,0.692618847,0,3600,Face-to-Face (HH)*,1000,1000,1600,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Khmer,Khmer,Khmer,0.03,0.03,0.03,0.03,,"Koh Kong, Stueng Treng, and Otdor Meanchey provinces were excluded. These excluded areas represent approximately 3% of the population of Cambodia. ","Koh Kong, Stueng Treng, and Otdor Meanchey provinces were excluded. These excluded areas represent approximately 3% of the population of Cambodia. ","Koh Kong, Stueng Treng, and Otdor Meanchey provinces were excluded. These excluded areas represent approximately 3% of the population of Cambodia. ",5.3,,2.5,6.1,26.1
107,Bangladesh,South Asia,4.832799911,0.040124193,4.911443233,0.157286643,4.75415659,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,1.972316742,0.556156278,0.115079517,0.868800581,0.179771685,0.694940507,0.143796664,0.604130566,0.125006327,0.176745117,0.036571991,0.176735908,0.036570086,1.755261898,0.36319772,-0.217054844,4.499217,0.541345,0.361238,2.159303,0.367609,0.32775,0.831693,-0.046970367,0,5072,Face-to-Face (HH)*,3072,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Bengali,Bengali,Bengali,0.02333333333,0.03,0.03,0.01,,"Three hill districts in Chittagong (Rangamati, Khagrachori & Bandarban) and two districts in Rohingya rehabilitation areas (Teknaf and Ukhiya) were excluded for security reasons. The excluded area represents approximately 3% of the population. ","Three hill districts in Chittagong (Rangamati, Khagrachori & Bandarban) and one district in Rangpur (Gaibandha) were excluded for security reasons. The excluded area represents approximately 3% of the population. ","Three hill districts in Chittagong (Rangamati, Khagrachori & Bandarban) were excluded for security reasons. The excluded area represents approximately 1% of the population. ",5.9,,2.7,3,24.7
108,Gabon,Sub-Saharan Africa,4.829299927,0.060268242,4.947425842,0.236251831,4.711174011,9.680537224,0.787886858,59.71533966,0.704829216,-0.222261623,0.849150956,1.972316742,0.988044381,0.204593708,1.10639751,0.229101014,0.522574842,0.108209233,0.369459897,0.076503821,0.052013602,0.010770423,0.055804539,0.01155541,1.735027552,0.35927103,-0.23728919,4.783009,0.640692,0.417661,2.623639,0.485094,0.422,0.311374,0.715185642,0,3070,Face-to-Face (HH)*,1070,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Fang ","French, Fang, Teke ","French, Fang, Punu ",0,,,,,,,,7.1,,8.6,9.7,25.5
109,South Africa,Sub-Saharan Africa,4.814099789,0.060023591,4.931746006,0.235292435,4.696453571,9.403370857,0.852532268,56.50601196,0.759330094,-0.109777324,0.843423843,1.972316742,0.902140439,0.187395459,1.259086251,0.261541369,0.407034069,0.084550401,0.43478182,0.090314252,0.126406848,0.026257629,0.05950214,0.012359972,1.625117302,0.33757449,-0.34719944,4.883922,0.812167,0.282708,2.712255,0.685775,0.624,0.524686,-0.254975319,0,3060,Face-to-Face (HH)*,1060,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Afrikaans, English, Sotho, Xhosa, Zulu ","Afrikaans, English, Sotho, Xhosa, Zulu ","Afrikaans, English, Sotho, Xhosa, Zulu ",0,,,,,,,,11.6,,39.7,13.3,26.9
110,Iraq,Middle East and North Africa,4.784800053,0.077791877,4.937272072,0.304944039,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,1.972316742,0.982018709,0.205237146,1.011466622,0.211391617,0.529350698,0.110631728,0.283588052,0.059268527,0.153002068,0.03197669,0.073164992,0.015291128,1.752173662,0.3661958,-0.22014308,,,,,,,,0.002328396,0,3097,Face-to-Face (HH)* and PAPI,1097,1000,1000,Face-to-Face (HH)* and PAPI,Face-to-Face (HH)* and PAPI,Landline and Mobile Telephone,Y,"Arabic, Kurdish ","Arabic, Kurdish ","Arabic, Kurdish ",0.02,0.06,0,0,,The provinces of Maysan and Dohuk were excluded. These areas represent approximately 6% of the population.,,,3,,15.8,5,25.2
111,Lebanon,Middle East and North Africa,4.771500111,0.043753985,4.857257843,0.171515465,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,1.972316742,0.889232516,0.186363302,1.19249332,0.249920003,0.788671136,0.16528788,0.18551667,0.038880156,0.158524141,0.033223124,0.021518147,0.004509724,1.53554225,0.32181541,-0.436774492,5.167187,0.463881,0.270689,2.150793,0.319639,0.318,0.219075,-0.182862759,0,3040,Face-to-Face (HH)*,1040,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Arabic,Arabic,Arabic,0.11,0.1,0.1,0.13,,"Hermel, Baalbak, and Bint Jbeil under the strict control of Hezbollah were excluded. The excluded areas represent approximately 10% of the population. ","Hermel, Baalbak, and Bint Jbeil under the strict control of Hezbollah were excluded. The excluded areas represent approximately 10% of the population. ","Towns of Hermel, Baalbak, and Bint Jbeil under the strict control of Hezbollah were excluded, as well as the Beirut suburb of Dahiyeh. The excluded areas represent approximately 13% of Lebanon's population. Excluded zones were replaced by areas from within the same governorate. ",3.3,,4.1,13.5,20.7
112,Burkina Faso,Sub-Saharan Africa,4.768700123,0.062067267,4.890351772,0.243303299,4.647048473,7.46854496,0.712943614,53.88945389,0.665563583,-0.019080516,0.739795029,1.972316742,0.302467644,0.063427692,0.9293859,0.194892922,0.312833875,0.065601499,0.322398156,0.067607136,0.186390609,0.039086251,0.126408055,0.026507864,2.588826418,0.54287885,0.616509676,4.927236,0.710884,0.342866,2.64607,0.605102,0.394667,0.622255,0.611511231,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Dioula, French, Fulfulde, Moore ","Dioula, French, Fulfulde, Moore ","Dioula, French, Fulfulde, Moore ",0.01633333333,0.049,0,0,,Some communities in the East and Sahel regions were excluded due for security reasons. The areas excluded represent 4.9% of the population.,,,7.7,,9.6,10,32.6
113,Gambia,Sub-Saharan Africa,4.750599861,0.067163654,4.882240772,0.263281822,4.61895895,7.321814537,0.6931687,55.0120163,0.733163178,0.343198717,0.690717816,1.972316742,0.256990552,0.054096442,0.882678688,0.185803628,0.353247881,0.074358584,0.403419524,0.084919702,0.425989687,0.089670715,0.158093795,0.033278702,2.270216465,0.47787996,0.297899723,4.922099,0.804012,0.379208,3.158858,0.592391,0.422667,0.757543,,0,3120,Face-to-Face (HH)*,1120,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Pulaar, Wolof, Malinke ","English, Pulaar, Wolof, Malinke ","English, Pulaar, Wolof, Malinke ",0,,,,,,,,5.1,,8.5,3.1,29.1
114,Mali,Sub-Saharan Africa,4.729300022,0.064362764,4.855451107,0.25230217,4.603148937,7.629852295,0.731468976,51.72698212,0.71156615,-0.044366926,0.839328408,1.972316742,0.352462649,0.074527445,0.97314173,0.20576866,0.234981522,0.049686322,0.377534449,0.079828822,0.16966705,0.035875721,0.062146276,0.013140692,2.559335232,0.54116576,0.58701849,4.41573,0.770017,0.369648,2.631045,0.598787,0.372667,0.510795,0.562583447,0,3130,Face-to-Face (HH)*,1130,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Bambara ","French, Bambara ","French, Bambara ",0.23,0.23,0.23,0.23,,"The regions of Gao, Kidal, Mopti and Tombouctou were excluded because of insecurity. Quartiers and villages with less than 50 inhabitants were also excluded from the sample. The excluded areas represent 23% of the total population. ","The regions of Gao, Kidal, Mopti and Tombouctou were excluded because of insecurity. Quartiers and villages with less than 50 inhabitants were also excluded from the sample. The excluded areas represent 23% of the total population. ","The regions of Gao, Kidal, Mopti and Tombouctou are excluded because of heightened insecurity. These four regions represent 23% of the total population. ",4.8,,11,5.8,32.6
115,Nigeria,Sub-Saharan Africa,4.724100113,0.05211626,4.826248169,0.204296112,4.621952057,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,1.972316742,0.645901859,0.136724846,0.986717939,0.208868973,0.167835936,0.035527599,0.435079455,0.092097848,0.221328124,0.046850854,0.047589935,0.010073863,2.219635487,0.46985361,0.247318745,5.252288,0.805262,0.25647,2.639126,0.448463,0.4155,0.451741,-0.409330368,0,5000,Face-to-Face (HH)*,3000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Hausa, Igbo, Pidgin English, Yoruba ","English, Hausa, Igbo, Pidgin English, Yoruba ","English, Hausa, Igbo, Pidgin English, Yoruba ",0.07,0.07,0.07,0.07,,"The states of Adamawa, Borno and Yobe were excluded for safety and security reasons. These states represent 7% of the population. ","The states of Adamawa, Borno and Yobe were under a state of emergency due to Boko Haram activity and were excluded for safety and security reasons. These states represent 7% of the population. ","The states of Adamawa, Borno and Yobe were under a state of emergency due to Boko Haram activity and were excluded for safety and security reasons. These states represent 7% of the population. ",9.5,,9.6,4.6,23.9
116,Armenia,Commonwealth of Independent States,4.676799774,0.058595356,4.791646481,0.229693413,4.561953068,9.100476265,0.757479429,66.75065613,0.712017834,-0.13877961,0.773544788,1.972316742,0.808262408,0.172823821,1.034576893,0.221214707,0.77585727,0.165894908,0.378075808,0.080840709,0.107225738,0.02292716,0.104618184,0.022369609,1.468161583,0.3139244,-0.504155159,5.062449,0.581488,0.45484,2.102111,0.406403,0.31925,0.670828,0.321033001,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Armenian,Armenian,Armenian,0,,,,,,,,6.6,,3.8,5.3,25.5
117,Georgia,Commonwealth of Independent States,4.672599792,0.043417413,4.757698059,0.170196533,4.587501526,9.226100922,0.629033029,64.49520874,0.801641524,-0.22892037,0.665944695,1.972316742,0.847198069,0.181311926,0.7311939,0.156485454,0.694657624,0.148666193,0.485494107,0.103902352,0.047609735,0.010189132,0.174088076,0.037257219,1.69239831,0.36219629,-0.279918432,4.659097,0.572953,0.243779,2.223053,0.419812,0.380118,0.300006,0.567712307,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Georgian, Russian ","Georgian, Russian ","Georgian, Russian ",0.04666666667,0.07,0.07,0,,South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population.,South Ossetia and Abkhazia were not included for the safety of the interviewers. The excluded area represents approximately 7% of the population.,,8.2,,2.3,9.5,26.3
118,Iran,Middle East and North Africa,4.672399998,0.055878021,4.78192091,0.219041824,4.562879086,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,1.972316742,1.029322505,0.220298456,0.886271179,0.189682215,0.749053836,0.160314578,0.301195472,0.06446269,0.27697894,0.059279801,0.142651513,0.030530672,1.286969423,0.27544076,-0.685347319,4.278118,0.553197,0.493149,2.375708,0.440586,0.4134,0.549941,-0.0631423,0,3060,Landline and Mobile Telephone,1058,1002,1000,Landline and Mobile Telephone,Landline and Mobile Telephone,Landline and Mobile Telephone,,Farsi,Farsi,Farsi,0,,,,,,,,4.1,Name Change,3.2,22.9,19.7
119,Jordan,Middle East and North Africa,4.633399963,0.058751218,4.748552322,0.230304718,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.972316742,0.785179198,0.169460699,1.140118599,0.246065224,0.777624726,0.167830261,0.424855083,0.091694023,0.091494769,0.019746788,0.151878625,0.032779088,1.262258053,0.27242588,-0.710058689,4.638934,,,2.764461,0.391051,0.343,,-0.857204437,0,3015,Face-to-Face (HH)*,1001,1002,1012,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Arabic,Arabic,Arabic,0,,,,Issue with language/identity,,,"Beginning in 2017 efforts were made to include any respondent in a fixed household who can take the survey in Arabic, whether Jordanian or non- Jordanian. This resulted in a slightly higher percent of self-reported non- Jordanians in the 2017 sample (12% self-reported non-Jordanians in the 2017 sample, and less than 5% in previous waves). ",2.9,,2.8,12.4,21
120,Mozambique,Sub-Saharan Africa,4.623600006,0.079284087,4.778996944,0.310793876,4.468203068,7.069345951,0.723874032,54.20582199,0.864451885,0.032375868,0.683019102,1.972316742,0.178741366,0.038658484,0.955202878,0.206592888,0.324223638,0.070123635,0.56077534,0.121285435,0.220422104,0.047673264,0.163064316,0.035267825,2.221216202,0.48040838,0.24889946,4.653714,0.63964,0.397279,3.326432,0.784367,0.488667,0.832038,-0.188720703,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Portuguese, Xichangana, Emakhuwa ","Portuguese, Xichangana, Emakhuwa ","Portuguese, Xichangana, Cisena, Emakhuwa ",0.02,0.06,0,0,Cyclone,"A small number of districts excluded due to insecurity. In addition, areas were excluded due to destruction to infrastructure caused by Cyclone IDAI. The excluded areas represent 6% of population. ",,,4.9,,4.2,4.7,29.1
121,Kenya,Sub-Saharan Africa,4.583000183,0.067804985,4.715898037,0.265795708,4.450102329,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,1.972316742,0.476413399,0.103952298,0.905077755,0.197485865,0.536312759,0.117022199,0.519180536,0.113283988,0.393902093,0.085948522,0.067201078,0.014663119,1.684904575,0.36764227,-0.287412167,4.655703,0.759103,0.236921,2.749231,0.584187,0.4365,0.675367,0.338665485,0,3001,Face-to-Face (HH)*,1001,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Swahili ","English, Swahili ","English, Swahili ",0.08,0.08,0.08,0.08,,"Mandera County, Wajir County, Marsanit County, Baringo County, and Garissa County (except some areas in Garissa and Lagdera districts) were excluded due to accessibility and/or security issues. The exclusions represent 8% of the population. ","Mandera County, Wajir County, Marsanit County, Baringo County, and Garissa County (except some areas in Garissa and Lagdera districts) were excluded due to accessibility and/or security issues. The exclusions represent 8% of the population. ","Mandera County, Wajir County, Marsanit County, Baringo County, and Garissa County (except some areas in Garissa and Lagdera districts) were excluded due to accessibility and/or security issues. The exclusions represent 8% of the population. ",3.2,,5.6,8,26.7
122,Namibia,Sub-Saharan Africa,4.571100235,0.060983475,4.690628052,0.239055634,4.451572418,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.851449788,1.972316742,0.84008199,0.183781135,1.245738149,0.272524794,0.40687117,0.089009461,0.444598973,0.097263011,0.076454483,0.016725619,0.054320343,0.011883429,1.503033161,0.32881212,-0.469283581,4.834088,0.739387,0.240249,2.101938,0.771211,0.611333,0.624468,,0,3007,Face-to-Face (HH)*,1002,1005,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Oshivambo, Afrikaans ","English, Oshivambo, Afrikaans, Kwangali ","English, Oshivambo ",0,,,,,,,,8.7,,18.4,10.7,28.5
123,Ukraine,Commonwealth of Independent States,4.56069994,0.049683895,4.658080578,0.194761276,4.463319302,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706,0.920636714,1.972316742,0.780434608,0.171121674,1.321316481,0.289717916,0.698674381,0.153194551,0.319423705,0.070038308,0.178551316,0.039149981,0.00965116,0.002116158,1.252669334,0.27466603,-0.719647408,4.661909,0.608771,0.221851,2.111562,0.349749,0.265,0.07971,-0.542870522,0,3080,Face-to-Face (HH)*,1080,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Russian, Ukrainian ","Russian, Ukrainian ","Russian, Ukrainian ",0.09333333333,0.09,0.09,0.1,,"Due to situation in the East of Ukraine, occupied and conflict areas in Donetsk and Lugansk oblasts were excluded. The excluded areas represent approximately 9% of the population. ","Due to situation in the East of Ukraine, occupied and conflict areas in Donetsk and Lugansk oblasts were excluded. The excluded areas represent approximately 9% of the population. ","Due to situation in the East of Ukraine, occupied and conflict areas in Donetsk and Lugansk oblasts were excluded. The excluded areas represent 10% of the population. ",22.4,,7.1,7.4,27.1
124,Liberia,Sub-Saharan Africa,4.557899952,0.081956357,4.71853447,0.321269036,4.397265434,7.054380417,0.70928055,56.09631348,0.735268712,0.04227322,0.856375933,1.972316742,0.174103007,0.038198076,0.920733929,0.202008368,0.392284274,0.08606689,0.405943096,0.089063626,0.226967871,0.049796589,0.051139876,0.011220052,2.386757851,0.52365297,0.414441109,4.134853,0.659732,0.436099,3.718958,0.661966,0.3485,0.703912,0.349229336,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"English, Pidgin English ","English, Pidgin English ","English, Pidgin English ",0,,,,,,,,6.8,,10,4.2,28.3
125,Palestinian Territories,Middle East and North Africa,4.552800179,0.055874817,4.662314892,0.219029427,4.443285465,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,1.972316742,0.587819219,0.129111579,1.194755554,0.262422137,0.613826573,0.134823965,0.29870075,0.06560814,0.091816261,0.020166987,0.071913652,0.015795477,1.693985701,0.37207557,-0.278331041,4.553922,0.610405,0.418929,2.580389,0.482421,,0.392373,-0.060790062,0,3090,Face-to-Face (HH)*,1090,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)* and Face-to-Face,Y,Arabic,Arabic,Arabic,0.02,0.02,0.02,0.02,,"Areas with security concerns close to the Israeli borders, areas that are accessible only to special Israeli permit holders, and areas with population concentrations less than 1000 people were excluded. The excluded areas represent less than 2% of the population. The sample includes East Jerusalem. ","Areas with security concerns close to the Israeli borders, areas that are accessible only to special Israeli permit holders, and areas with population concentrations less than 1000 people were excluded. The excluded areas represent less than 2% of the population. The sample includes East Jerusalem. ","Areas with security concerns close to the Israeli borders, areas that are accessible only to special Israeli permit holders, and areas with population concentrations less than 1000 people were excluded. The excluded areas represent less than 2% of the population. The sample includes East Jerusalem. ",,,,,
126,Uganda,Sub-Saharan Africa,4.43200016,0.068495452,4.566251278,0.268502235,4.297749043,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,1.972316742,0.312337428,0.070473244,1.052327394,0.237438483,0.378311664,0.085359127,0.401682556,0.090632342,0.264807373,0.059748954,0.063818842,0.014399558,1.958671093,0.44193841,-0.013645649,4.321715,0.685169,0.390319,3.033912,0.655503,0.4322,0.503853,-0.069788933,0,3000,Face-to-Face (HH)*,1000,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Ateso, English, Luganda, Runyankole ","Ateso, English, Luganda, Runyankole ","Ateso, English, Luganda, Runyankole ",0.02666666667,0.04,0.04,0,,"Three districts in the North region were excluded for security reasons - Kotido, Moroto Nakapiripirit. The excluded areas represent approximately 4% or less of the population. ","Three districts in the North region were excluded for security reasons - Kotido, Moroto Nakapiripirit. The excluded areas represent approximately 4% of the population. ",,9.9,,13.2,5.1,27.3
127,Chad,Sub-Saharan Africa,4.422699928,0.075231321,4.570153236,0.294906616,4.27524662,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.802760839,1.972316742,0.302287489,0.068349084,0.739118278,0.167119246,0.1087441,0.024587718,0.228601769,0.051688284,0.210805088,0.047664343,0.085755408,0.019389832,2.74742651,0.62121025,0.775109768,4.486325,0.552737,0.543836,3.107621,0.607655,0.4155,0.577436,0.334587574,0,3111,Face-to-Face (HH)*,1111,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Chadian Arabic, Ngambaye ","French, Chadian Arabic, Ngambaye ","French, Chadian Arabic, Ngambaye ",0.2166666667,0.25,0.2,0.2,,"Because of security issues and difficult terrain, eight regions are excluded from the sampling: Lac, Ouaddai_, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. In addition, the North Kanem and Bahr El Gazal North districts were excluded due to accessibility issues. Quartiers/villages with less than 50 inhabitants are also excluded from sampling. The excluded areas represent 25% of the population. ","Because of security and wilderness, seven regions were excluded from the sampling: Ouaddai, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. Quartiers/villages with less than 50 inhabitants are also excluded from sampling. The total population excluded is 20% of the total population. ","Because of security and wilderness, seven regions were excluded from the sampling: Ouaddai, Wadi Fira, Bourkou, Ennedi, Tibesti, Salamat and Sila. Quartiers/villages with less than 50 inhabitants are also excluded from sampling. The total population excluded is 20% of the total population. ",8.8,,9.3,4.7,32.9
128,Tunisia,Middle East and North Africa,4.392199993,0.049670532,4.489554405,0.194708824,4.294845581,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,1.972316742,0.874742687,0.19915821,0.872167706,0.198571947,0.781156719,0.177850899,0.235860556,0.053699867,0.055881143,0.012722814,0.043899573,0.009994894,1.528496742,0.34800254,-0.44382,4.741132,0.591727,0.365014,2.179979,0.431391,0.381,0.34949,-0.461894512,0,3002,Face-to-Face (HH)*,1000,1001,1001,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Arabic,Arabic,Arabic,0,,,,,,,,3.4,,3.3,13.6,23.2
129,Mauritania,Sub-Saharan Africa,4.374599934,0.055093341,4.482583046,0.215966225,4.266616821,8.233919144,0.790819228,57.01017761,0.551522553,-0.106008142,0.746223509,1.972316742,0.539684892,0.123367828,1.113323569,0.254497231,0.425184816,0.097193989,0.185714483,0.042452907,0.128899664,0.029465475,0.122257635,0.027947158,1.85955739,0.42508056,-0.112759352,4.313615,0.663382,0.275558,2.119997,,0.36875,0.258394,-0.257354736,0,3100,Face-to-Face (HH)*,1100,1000,1000,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"French, Poulaar, Hassanya ","French, Poulaar, Wolof, Hassanya, Soninke_ ","French, Poulaar, Wolof, Hassanya ",0,,,,,,,,4.4,,11.2,6.1,31.7
130,Sri Lanka,South Asia,4.327000141,0.053085525,4.431047916,0.20809555,4.222952366,9.389969826,0.825374067,67.20006561,0.837633669,0.081129618,0.859001756,1.972316742,0.897986948,0.207531065,1.19494009,0.276159013,0.792036712,0.183045224,0.528632462,0.12217066,0.252666146,0.058392914,0.049444564,0.011426985,0.611288548,0.14127306,-1.361028194,4.400223,0.831293,0.301279,2.35608,0.408002,0.3934,0.57613,0.119174004,0,3296,Face-to-Face (HH)*,1083,1109,1104,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,"Sinhala, Tamil ","Sinhala, Tamil ","Sinhala, Tamil ",0,,,,,,,,14.6,,2.8,8.5,22.4
131,Congo (Kinshasa),Sub-Saharan Africa,4.31099987,0.108998232,4.524636269,0.427272797,4.097363472,6.694256306,0.672159016,52.90000153,0.700793564,0.083637655,0.809403598,1.972316742,0.062487468,0.01449489,0.833055019,0.193239398,0.277212054,0.064303424,0.36462298,0.084579678,0.254324883,0.058994407,0.081466645,0.01889739,2.437864304,0.56549858,0.465547562,,,,,,,,-0.068546295,2,1000,Face-to-Face (HH)*,0,0,1000,,,Face-to-Face (HH)*,,,,"French, Lingala, Kikongo, Swahili, T shiluba ",0.34,,,0.34,,,,"Parts of the Equateur, North and South Kivu, Eastern Kasai, Katanga and Orientale provinces were excluded due to insecurity. The entire Western Kasai province was also excluded for security reasons. Geographic exclusions represent 34% of the estimated national population. ",5.7,DRC,13,3.3,28.5
132,Swaziland,Sub-Saharan Africa,4.308100224,0.07145194,4.448145866,0.280091285,4.168054581,9.16267395,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,1.972316742,0.827539742,0.19208925,1.064835191,0.247170478,0.215585828,0.050041971,0.299935788,0.069621358,0.067264833,0.015613572,0.146765873,0.034067423,1.686207294,0.39140392,-0.286109448,4.211565,0.824355,0.252339,2.426093,0.732568,0.523,0.689549,-0.558956623,1,2110,Face-to-Face (HH)*,1110,1000,0,Face-to-Face (HH)*,Face-to-Face (HH)*,,,"Siswati, English ","Siswati, English ",,0,,,,,,,,13.3,,18.1,10,29.8
133,Myanmar,Southeast Asia,4.308000088,0.042949215,4.392180443,0.16836071,4.223819733,8.680481911,0.78440702,58.96171188,0.895075202,0.560663998,0.645124316,1.972316742,0.67809093,0.15740272,1.098178267,0.254916027,0.495443076,0.115005354,0.597478867,0.138690542,0.569813728,0.132268736,0.187530354,0.043530722,0.681462526,0.15818536,-1.290854216,4.410633,0.776951,0.30014,2.287041,0.424045,0.381,0.878753,-0.130941868,0,3700,Face-to-Face (HH)*,1100,1000,1600,Face-to-Face (HH)*,Face-to-Face (HH)*,Face-to-Face (HH)*,,Burmese,Burmese,Burmese,0.05,0.05,0.05,0.05,,"Chin and Kayah states, and portions of Kachin and Rakhine states, were excluded. The excluded areas represent less than 5% of the population. ","Chin, Kayah, and Kachin states were excluded. The excluded areas represent less than 5% of the population. ","Chin, Kayah, and Kachin states were excluded. The excluded areas represent less than 5% of the population. ",7.8,,4,3.5,24.6
